LINEAR, 500, 0.000294
LINEAR, 1000, 0.000593
LINEAR, 2000, 0.001570
LINEAR, 5000, 0.005095
LINEAR, 10000, 0.008904
LINEAR, 15000, 0.012340
LINEAR, 20000, 0.025550
CHAINED, 500, 0.000349
CHAINED, 1000, 0.000388
CHAINED, 2000, 0.000621
CHAINED, 5000, 0.001467
CHAINED, 10000, 0.002322
CHAINED, 15000, 0.002925
CHAINED, 20000, 0.003825
CUCKOO, 500, 0.000434
CUCKOO, 1000, 0.000670
CUCKOO, 2000, 0.000857
CUCKOO, 5000, 0.001728
CUCKOO, 10000, 0.004928
CUCKOO, 15000, 0.004438
CUCKOO, 20000, 0.010177
QUADRATIC, 500, 0.000189
QUADRATIC, 1000, 0.000387
QUADRATIC, 2000, 0.000731
QUADRATIC, 5000, 0.002127
QUADRATIC, 10000, 0.007141
QUADRATIC, 15000, 0.008380
QUADRATIC, 20000, 0.012598
